text,emotions,emotion_encoded,cleaned_text
i was not aware of his point of view as a white european who had undertaken this trip as a fulfillment of a childhood dream but maybe because of this awareness i was able to feel the tragic dawning marlowe experiences of humanitys ruthless rapacity and greed,sadness,4,aware point view white european undertaken trip fulfillment childhood dream maybe awareness able feel tragic dawning marlowe experiences humanitys ruthless rapacity greed
i feel that i m indulging him at times nor does it help that when we started talking his approach was more friend zone friendly than an i want to date you approach,joy,2,feel indulging times help started talking approach friend zone friendly want date approach
i feel peaceful like i shall grow wings and fly away,joy,2,feel peaceful like shall grow wings fly away
i feel like starting with my name is susanna but i dont want to be that boring,sadness,4,feel like starting name susanna dont want boring
i feel with my precious little girls arms wrapped so tightly around my neck,joy,2,feel precious little girls arms wrapped tightly around neck
i dont know who wrote the following little note but this is how i feel today if u r offended by the following posting then you obviously have not lived long enough to be compromised on how you act or believe,anger,0,dont know wrote following little note feel today u r offended following posting obviously lived long enough compromised act believe
i was feeling extremely horny while out of town visting some friends of mine in south florida,love,3,feeling extremely horny town visting friends mine south florida
i can feel dazed by all those choices so much so i find myself standing still in front of that blank page unable to make a move,surprise,5,feel dazed choices much find standing still front blank page unable make move
i feel so beaten down,sadness,4,feel beaten
i am feeling some divine intervention at work here,joy,2,feeling divine intervention work
i was devestated would be a grave disservice to my feelings as i can never recall being quite so heartbroken again in my life,sadness,4,devestated would grave disservice feelings never recall quite heartbroken life
i feel like i got resentful and tired and i just wanted to talk to him so badly,anger,0,feel like got resentful tired wanted talk badly
i had a feeling he wouldn t be friendly about it,joy,2,feeling friendly
i feel amazed because when he watch his victim intensely the lying blonde has a pretty face like a girl his skin so smooth his lips so soft and pink and,surprise,5,feel amazed watch victim intensely lying blonde pretty face like girl skin smooth lips soft pink
i m being reserved kind i feel so loads and loads and loads of mood swings i am not caring eh,love,3,reserved kind feel loads loads loads mood swings caring eh
i feel aching andangry,sadness,4,feel aching andangry
i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed,anger,0,hope see feel mad glint eye madness pathological curiosity needed
i feel for you i feel sorry for those who think autistics have no ability to empathize,sadness,4,feel feel sorry think autistics ability empathize
im not appreciative enough does not love and care for myself enough and does not feel contented of what i have now i will never be happy,joy,2,im appreciative enough love care enough feel contented never happy
i am at a point where i dread anyone asking me for anything because i feel like it is just one more opportunity for me to fail at something and that is a very horrible place for me to be,sadness,4,point dread anyone asking anything feel like one opportunity fail something horrible place
i overslept and the hangover kicked in mid morning im still feeling extremely delicate,love,3,overslept hangover kicked mid morning im still feeling extremely delicate
i feel that i am not accepted and am forced to hide this part of who i am,love,3,feel accepted forced hide part
i feel somehow reassured to a href http www,joy,2,feel somehow reassured href http www
i must admit that tonight i am feeling a bit homesick for my little,sadness,4,must admit tonight feeling bit homesick little
i can see a lot of strain on people i can tell they are feeling pretty shitty or not what they are supposed to be pretending,sadness,4,see lot strain people tell feeling pretty shitty supposed pretending
i started to drape the ties on and get a feel for how it would look and i hated it,sadness,4,started drape ties get feel would look hated
i feel a conection between my beloved letter and the beloved envelope that i have customized,joy,2,feel conection beloved letter beloved envelope customized
i have been starting to feel drained,sadness,4,starting feel drained
i hate it i am feeling bothered by my boob size,anger,0,hate feeling bothered boob size
i feel whiney winey lush lush i just know everyone thinks im scummy and annoying,sadness,4,feel whiney winey lush lush know everyone thinks im scummy annoying
i think there s nobody there but when i reach there i feel suspicious,fear,1,think nobody reach feel suspicious
i didnt know what to feel except ashamed of myself for not feeling sorrow,sadness,4,didnt know feel except ashamed feeling sorrow
i set off feeling fab and ran first section pretty well,joy,2,set feeling fab ran first section pretty well
im supposed to feel sympathetic to a child killer,love,3,im supposed feel sympathetic child killer
i feel an emotional reaction but a lot of times that emotion is accompanied by a physical reaction as well,sadness,4,feel emotional reaction lot times emotion accompanied physical reaction well
i mean change is great though unless i feel like i am not alone in what i experience with having high functioning autism it s scary to make decisions and to want to work on myself in order to be the person i want to be,sadness,4,mean change great though unless feel like alone experience high functioning autism scary make decisions want work order person want
i feel like im becoming the most dull witless stupid zombie by spending my life with him and his friends,sadness,4,feel like im becoming dull witless stupid zombie spending life friends
i would want them to know either i feel it isn t that important to know who had hurt me this much anymore,joy,2,would want know either feel important know hurt much anymore
i am by no means very claustrophobic when crunched up like that i can t help but feel a little agitated,fear,1,means claustrophobic crunched like help feel little agitated
i have been busy pleasing people which i currently feel so regretful about today,sadness,4,busy pleasing people currently feel regretful today
i thought id make a list of ways that you could celebrate today whether youre ready to be your creative self your activist self your worker self or you just need some ways to feel festive,joy,2,thought id make list ways could celebrate today whether youre ready creative self activist self worker self need ways feel festive
i am kind of feeling melancholy because of the recent tragedy in bontoc you know when we were there you do get the feeling that every turn is the last turn you are ever going to make in your life,sadness,4,kind feeling melancholy recent tragedy bontoc know get feeling every turn last turn ever going make life
i feel that the message is too lame or something,sadness,4,feel message lame something
i feel wonderful after seeing all these sweet ribbon prices,joy,2,feel wonderful seeing sweet ribbon prices
i start to daydream about accidentally hitting the end call button that i recently took up flossing after a year sabbatical and it has made me feel strangely superior,joy,2,start daydream accidentally hitting end call button recently took flossing year sabbatical made feel strangely superior
i am feeling mega contented after sort of completing my project,joy,2,feeling mega contented sort completing project
im just sick of feeling unwelcome here,sadness,4,im sick feeling unwelcome
i know i have been affected by it and the importance of beauty is embedded so deeply in me that i don t think i will ever stop feeling inadequate in some ways for not measuring up to society s narrow and unattainable view of beauty,sadness,4,know affected importance beauty embedded deeply think ever stop feeling inadequate ways measuring society narrow unattainable view beauty
i had picked oxbow in the kentucky derby two weeks ago but he turned up as the longest bet for the preakness today and i just had a feeling that the lucas stevens combination wouldnt be beaten,sadness,4,picked oxbow kentucky derby two weeks ago turned longest bet preakness today feeling lucas stevens combination wouldnt beaten
i know i have an international audience but even now i feel pleasantly shocked that i can reach certain parts of the world,surprise,5,know international audience even feel pleasantly shocked reach certain parts world
i wanna tell you how i feel but im scared,fear,1,wanna tell feel im scared
i just didnt feel inspired,joy,2,didnt feel inspired
i feel nothing just empty until the nothing becomes something just a deep ache longing to be filled,sadness,4,feel nothing empty nothing becomes something deep ache longing filled
i have nothing but respect for not only jerry sloan but the utah jazz as a whole i feel wronged that we were forced to stomach this series,anger,0,nothing respect jerry sloan utah jazz whole feel wronged forced stomach series
i wept with my grandparents who prayed for me by phone that i would feel gods presence to which i replied that i felt so punished,sadness,4,wept grandparents prayed phone would feel gods presence replied felt punished
i feel like i should mention there was another sweet family with us,joy,2,feel like mention another sweet family us
i feel frightened or anxious,fear,1,feel frightened anxious
i always feel like i need drugs after which is funny cuz its a health food store,surprise,5,always feel like need drugs funny cuz health food store
i feel her longing to be touched and all that but really with the guy who wanted to control you and make you kill other people,love,3,feel longing touched really guy wanted control make kill people
i wonder why people feel the need to make up stories to be amazed at the miracles around us every day,surprise,5,wonder people feel need make stories amazed miracles around us every day
i along happy peaceful feeling fantastic,joy,2,along happy peaceful feeling fantastic
i hope you feel a little more glamorous after reading todays pinterest loves,joy,2,hope feel little glamorous reading todays pinterest loves
i came back from the holidays feeling invigorated and inspired,joy,2,came back holidays feeling invigorated inspired
i hate being in an environment where im constantly feeling rejected cast aside and forgotten e,sadness,4,hate environment im constantly feeling rejected cast aside forgotten e
i am still glad to help when someone asks makes me feel complacent at least i am good at something,joy,2,still glad help someone asks makes feel complacent least good something
i just mean it in a logistics sort of way i feel like i cant take one more frantic non stop day,fear,1,mean logistics sort way feel like cant take one frantic non stop day
i guess ill quit the predictions and quit feeling doomed,sadness,4,guess ill quit predictions quit feeling doomed
i have this crush on my bus mate and i feel strange about it because i used to despise him,fear,1,crush bus mate feel strange used despise
i feel like ive reached the point where we are doing more emotional damage than health fixing especially since you know we arent cathing,sadness,4,feel like ive reached point emotional damage health fixing especially since know arent cathing
i remember feeling very very disturbed by the images,sadness,4,remember feeling disturbed images
i do these days that makes me feel a little uncertain about the future the pressures that pierce me deep the feeling of being completely isolated from the world i used to glory in and all the thrills that go with it,fear,1,days makes feel little uncertain future pressures pierce deep feeling completely isolated world used glory thrills go
im feeling a craving for a naughty sweet snack this is what i choose,love,3,im feeling craving naughty sweet snack choose
i hate myself for feeling so listless about my classwork,sadness,4,hate feeling listless classwork
i don t feel like i m welcomed at home even though i am its different than before,joy,2,feel like welcomed home even though different
i mentioned in my last post i was still feeling completely exhausted on the weekend,sadness,4,mentioned last post still feeling completely exhausted weekend
i could not help feeling thatrupert meant to be rude to my father though his words were quite polite,anger,0,could help feeling thatrupert meant rude father though words quite polite
i started feeling better towards the afternoon and now i still intend to finish off some things in my to do list,joy,2,started feeling better towards afternoon still intend finish things list
i am feeling somewhat melancholy over that,sadness,4,feeling somewhat melancholy
i feel like a kid that s been naughty,love,3,feel like kid naughty
i do hear and old jam a wave of nostalgia floods over me i become giddy and feel like a jubilant teenager again,joy,2,hear old jam wave nostalgia floods become giddy feel like jubilant teenager
im not too jazzed about the first image but even before i have finished this one i am already feeling proud,joy,2,im jazzed first image even finished one already feeling proud
i wish that i had listened to this album back in the day because i feel like i have missed out on so many listening opportunities it is not very often you come across an album that you like the whole way through,sadness,4,wish listened album back day feel like missed many listening opportunities often come across album like whole way
ive been a huge fan of twitter since i joined in and as my engagement with those that i follow has increased over time ive found myself feeling like this is a go to source for me for any number of content options news biz trends marketing you get the picture,joy,2,ive huge fan twitter since joined engagement follow increased time ive found feeling like go source number content options news biz trends marketing get picture
i feel like my songs are pretty lame and elementary but they like them,sadness,4,feel like songs pretty lame elementary like
i feel heartbroken when he tells me that he feels that i dont love him when i really do love him,sadness,4,feel heartbroken tells feels dont love really love
i am feeling a little uncertain as i am waiting to hear from my land lady to confirm a date and receive my contract,fear,1,feeling little uncertain waiting hear land lady confirm date receive contract
im not going to tell you to feel loving feelings toward her,love,3,im going tell feel loving feelings toward
i feel like kierkegaard a hated and lonely philosopher,anger,0,feel like kierkegaard hated lonely philosopher
i know that i am even more unworthy to facilitate your children and i feel truly anguished that my interference with your work has stunted damaged or destroyed the promise once instilled by your spirit in to them,sadness,4,know even unworthy facilitate children feel truly anguished interference work stunted damaged destroyed promise instilled spirit
i just want people to leave me alone and not make me special because i feel really vain and bad when people pay that much attention to me,sadness,4,want people leave alone make special feel really vain bad people pay much attention
i seem to wake up every day recently feeling immensely irritable and i cant quite work out why,anger,0,seem wake every day recently feeling immensely irritable cant quite work
i am now feeling fine if not a bit worn out and tired from a few days of sickness,joy,2,feeling fine bit worn tired days sickness
i feel like i have a headcold and im groggy and even more exhausted today,sadness,4,feel like headcold im groggy even exhausted today
i dont know how to explain to you all the emotions that i felt at that moment but i can assure you of one thing i didnt have to convince myself to feel passionate about dominican republic,love,3,dont know explain emotions felt moment assure one thing didnt convince feel passionate dominican republic
i will come across a book that i feel has valuable information in it that i should keep for perusal at a later date,joy,2,come across book feel valuable information keep perusal later date
i lie awake for hours and look at him and at times i feel so ashamed of my thoughts,sadness,4,lie awake hours look times feel ashamed thoughts
i feel this strange shift between us the heat between us intensifying and i get excited my nerves bubbling up inside me,fear,1,feel strange shift us heat us intensifying get excited nerves bubbling inside
i don t feel very reassured when the general environment at a recruiters doesn t look like an office one either,joy,2,feel reassured general environment recruiters look like office one either
im feeling shy to approach them,fear,1,im feeling shy approach
i feel like a child with a most delicious treat while drinking it,joy,2,feel like child delicious treat drinking
i still feel horrible,sadness,4,still feel horrible
i feel incredibly disappointed in myself,sadness,4,feel incredibly disappointed
i feel like it but i cant i cant give in i am just to stubborn and i must win,anger,0,feel like cant cant give stubborn must win
i entered the temple feeling vaguely terrified,fear,1,entered temple feeling vaguely terrified
i fall asleep these days feeling as if the day has been worthwhile,joy,2,fall asleep days feeling day worthwhile
this happened a year when i was having a hard time,joy,2,happened year hard time
i look pretty today without feeling vain,sadness,4,look pretty today without feeling vain
i dunno i feel like ive been on opiates forever i dont even remember my carefree life before r or even with her as an infant when i didnt use anything its summer again which means im almost one year on this merry go round of addiction,joy,2,dunno feel like ive opiates forever dont even remember carefree life r even infant didnt use anything summer means im almost one year merry go round addiction
i didnt feel too needy i didnt feel too emotional,sadness,4,didnt feel needy didnt feel emotional
i feel petty a href http clairee,anger,0,feel petty href http clairee
i have some christmas undecorating to start but im in no hurry i like feeling festive,joy,2,christmas undecorating start im hurry like feeling festive
i am is cornish and i feel so insulted and hurt to know that people my own age dont see what i see dont understand how much cornwall is important to their lives,anger,0,cornish feel insulted hurt know people age dont see see dont understand much cornwall important lives
there was a cat on the street it had been run over and its head was open we passed beside it,anger,0,cat street run head open passed beside
i feel an aching tiredness that goes down to my core,sadness,4,feel aching tiredness goes core
i feel comfortable enough doing presentations in front of professors and students i am a performer so its somewhat like the same thing most of my experiences back in grade school were hard when it came to presenting because i wasnt into it or got made fun of,joy,2,feel comfortable enough presentations front professors students performer somewhat like thing experiences back grade school hard came presenting wasnt got made fun
i know feel a sense of responsibility toward those whose family and homes were devastated by hurricane katrina,sadness,4,know feel sense responsibility toward whose family homes devastated hurricane katrina
i never knew these feelings entertained by anyone that they did not however unknown to himself tinge the language of the person who imbibed them and thereby produce incalculable mischief,joy,2,never knew feelings entertained anyone however unknown tinge language person imbibed thereby produce incalculable mischief
i feel bad for pretty much everyone involved and am generally bummed to see violence take place perhaps most disturbing of all is the insidious if not predictable victim blaming that has taken hold in the days since the violent incident,sadness,4,feel bad pretty much everyone involved generally bummed see violence take place perhaps disturbing insidious predictable victim blaming taken hold days since violent incident
i feel so idiotic right now,sadness,4,feel idiotic right
ive been more intensely feeling unloved,sadness,4,ive intensely feeling unloved
i feel the need to be productive,joy,2,feel need productive
i discovered out what created my wife feel lovedi was shocked,surprise,5,discovered created wife feel lovedi shocked
i go to bed feeling triumphant,joy,2,go bed feeling triumphant
i feel that artists should be supportive of one another not stretching to find ways for others not to be able to express themselves in their love of art too,love,3,feel artists supportive one another stretching find ways others able express love art
i did feel my heart rate increase after the baths and i am curious as to how they d work in the long run on a fat loss plan but between the cost of lbs of ice at a time and the increasingly low temperatures in my apartment i gave them up after a short run,surprise,5,feel heart rate increase baths curious work long run fat loss plan cost lbs ice time increasingly low temperatures apartment gave short run
i suppose thats why i feel so melancholy about the whole thing,sadness,4,suppose thats feel melancholy whole thing
i was slicing a knife through a creamy cheesecake and i could imagine exactly how it would feel in my eager mouth,joy,2,slicing knife creamy cheesecake could imagine exactly would feel eager mouth
i love the sweet grateful people we serve and speaking with our members and meeting them in person always makes me feel invigorated,joy,2,love sweet grateful people serve speaking members meeting person always makes feel invigorated
i feel like im being punished for wanting to make some money,sadness,4,feel like im punished wanting make money
i feel so honored that my new blog is being noticed,joy,2,feel honored new blog noticed
i wear it i feel super safe and calm,joy,2,wear feel super safe calm
i walked away feeling triumphant with my first purchase of new make up finally done,joy,2,walked away feeling triumphant first purchase new make finally done
i was annoyed this particular day as it seemad that the odds were not in my favour my grandfather added fuel to the fire,anger,0,annoyed particular day seemad odds favour grandfather added fuel fire
i feel a bit triumphant about that,joy,2,feel bit triumphant
i feel so guilty sometimes that he has to share me with the challenges life has thrown our way financially emotionally and most recently medically,sadness,4,feel guilty sometimes share challenges life thrown way financially emotionally recently medically
i do not feel disadvantaged because i believe that as long as there is humanity in the subjects there is a potential for communication and the sharing of ideas and a potential to find a common ground in language,sadness,4,feel disadvantaged believe long humanity subjects potential communication sharing ideas potential find common ground language
i feel honoured and very happy to become part of this wonderful team thanks to nadia,joy,2,feel honoured happy become part wonderful team thanks nadia
i feel somewhat brave for posting this photo again,joy,2,feel somewhat brave posting photo
i didn t feel all that trusting of anybody,joy,2,feel trusting anybody
i tend to avoid the news because i often feel like it doesn t add value to my life and only makes me fearful anxious and slightly paranoid,fear,1,tend avoid news often feel like add value life makes fearful anxious slightly paranoid
i feel foolish admitting how hard this hit me,sadness,4,feel foolish admitting hard hit
im feeling terribly impatient,anger,0,im feeling terribly impatient
i begin to feel a dull ache in my left side,sadness,4,begin feel dull ache left side
im now wondering if that was supposed to be a metaphor for his feelings for neal im not convinced thats the case because he seemed pretty into her but who knows,joy,2,im wondering supposed metaphor feelings neal im convinced thats case seemed pretty knows
i was actually feeling very discouraged last week and then i bit the bullet and looked at this,sadness,4,actually feeling discouraged last week bit bullet looked
im feeling adventurous today getting excited about my upcoming vacation so i thought why not dress for my mood,joy,2,im feeling adventurous today getting excited upcoming vacation thought dress mood
i like frappes and shit when im feeling naughty but i drink tea daily,love,3,like frappes shit im feeling naughty drink tea daily
i know that when i eat horribly i feel horrible,sadness,4,know eat horribly feel horrible
i feel listless bored useless,sadness,4,feel listless bored useless
i feel like all the unsuccessful endeavors in my friends lives are my fault,sadness,4,feel like unsuccessful endeavors friends lives fault
i write now it feels like furious abandonment to embrace a cliche,anger,0,write feels like furious abandonment embrace cliche
i cannot describe to you the feeling of frantic alarm that overtook me,fear,1,cannot describe feeling frantic alarm overtook
id gotten the feeling that her friend hated me deeply for whatever id done to her,anger,0,id gotten feeling friend hated deeply whatever id done
when i was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic,fear,1,cycling past parked car someone opened door nearly pushed bike traffic
i feel the wind blow and i feel the love and presence of the rest of my divine family a href http soulbitesblog,joy,2,feel wind blow feel love presence rest divine family href http soulbitesblog
i feel as if these words are petty so i am telling you now that my actions are going to speak louder than my words ever will be able to,anger,0,feel words petty telling actions going speak louder words ever able
i am now feeling like i want to be the raider that i once was a vital and important part of a team of peers,joy,2,feeling like want raider vital important part team peers
i even cry over you when you never once made me feel happy for a whole day,joy,2,even cry never made feel happy whole day
i feel so fucking rebellious all the rules and its so regimented like if class starts at theyre taking roll at,anger,0,feel fucking rebellious rules regimented like class starts theyre taking roll
i last talked to her and now i feel all bouncy again i shall sleep well tonight methinks,joy,2,last talked feel bouncy shall sleep well tonight methinks
i feel helpless like i want to hurl over and just cave in to the sadness trying to devour me,sadness,4,feel helpless like want hurl cave sadness trying devour
i don t feel frustrated anymore from the fierce us media campaign against egypt because the more they attack us the more we know that we are on the right track,anger,0,feel frustrated anymore fierce us media campaign egypt attack us know right track
i feel like all of the artists i love the ones i find truly talented seem to have a unique style that you can recognize from a mile away,joy,2,feel like artists love ones find truly talented seem unique style recognize mile away
i know you do but i m feeling impatient cause i asked you a question in mine and i m waiting for an answer,anger,0,know feeling impatient cause asked question mine waiting answer
i keep feeling so disgusted with myself,anger,0,keep feeling disgusted
i feel proud and dont regret going down the path that i went on,joy,2,feel proud dont regret going path went
i feel more than ever that the computers i pour code and art into are extensions of myself and thats pretty goddamned cool in my book but i am hopelessly romantic about creativity and prone to fits of stereotypical artist bullshit so grain of salt,joy,2,feel ever computers pour code art extensions thats pretty goddamned cool book hopelessly romantic creativity prone fits stereotypical artist bullshit grain salt
i feel like every day i walk around with so much stress and sadness that im literally amazed im still here that i still function that im still basically a friendly stable person,surprise,5,feel like every day walk around much stress sadness im literally amazed im still still function im still basically friendly stable person
i personally feel to confront violent death with absolute openness for example on video which is not something i have managed to do yet,anger,0,personally feel confront violent death absolute openness example video something managed yet
im feeling afraid,fear,1,im feeling afraid
i am feeling quite disorganised and distracted and i wish i could answer some of the questions i seem to be unable to block out or forget or answer with logical answers uuuugh,anger,0,feeling quite disorganised distracted wish could answer questions seem unable block forget answer logical answers uuuugh
i remember feeling nervous that i wasnt progressing so i was so thrilled,fear,1,remember feeling nervous wasnt progressing thrilled
i feel for you my beloved master time will tell you this is true,joy,2,feel beloved master time tell true
i feel quite needy have not recourse amp u http cabeal,sadness,4,feel quite needy recourse amp u http cabeal
id love to see this campaign go viral to help raise awareness and funds to support the hotline so more women and children can feel safe something most of us take for granted,joy,2,id love see campaign go viral help raise awareness funds support hotline women children feel safe something us take granted
i must tell you i feel pretty stupid standing in my yard revving the motor letting it stop revving the motor and letting it stop times to get more inches of line,sadness,4,must tell feel pretty stupid standing yard revving motor letting stop revving motor letting stop times get inches line
i feel extremely alone and isolated but the thing is is that nothing could be further from the truth,sadness,4,feel extremely alone isolated thing nothing could truth
i must confess to fighting my way through reading the first half of the book and feeling much better going through the second half of the story,joy,2,must confess fighting way reading first half book feeling much better going second half story
i honestly never expected to feel so vulnerable,fear,1,honestly never expected feel vulnerable
i feel how totally utterly trusting and reliant on me you are i cant bear the idea of ever not being here,joy,2,feel totally utterly trusting reliant cant bear idea ever
i have reason to believe that my faith in trusting them has been betrayed by a lie or worse i start to doubt what my heart wants to feel this is where things get messy,sadness,4,reason believe faith trusting betrayed lie worse start doubt heart wants feel things get messy
i didnt have to convince myself he was my soulmate and i feel very reluctant to use that word regarding him because my chemistry with him actually is unlike anything ive ever experienced,fear,1,didnt convince soulmate feel reluctant use word regarding chemistry actually unlike anything ive ever experienced
im home and feeling a bit low,sadness,4,im home feeling bit low
i decided that i was feeling so horny that i would have to do something before i burst,love,3,decided feeling horny would something burst
i looked her deeply in the eyes and expressed to her that i loved her so deeply and that what she perceived as anger was my frustration at feeling inadequate to take care of her,sadness,4,looked deeply eyes expressed loved deeply perceived anger frustration feeling inadequate take care
i feel weird taking up time and making these sometimes terrible sounds that people have to hear,surprise,5,feel weird taking time making sometimes terrible sounds people hear
i feel the near and lively presence of the well loved past,joy,2,feel near lively presence well loved past
i feel obnoxious for saying that,anger,0,feel obnoxious saying
i realized that i m feeling artistic in the extreme because the justice center has not been very kind to me lately,joy,2,realized feeling artistic extreme justice center kind lately
i feel like i want to be very very rebellious until they regret of what they have done to their single daughter,anger,0,feel like want rebellious regret done single daughter
i express zooms on with all its faults and foibles and entertains non stop in a rather odd manner where you are left feeling rather inadequate that something is not fully right that something better could have been done with a little bit of application a little bit of better storytelling,sadness,4,express zooms faults foibles entertains non stop rather odd manner left feeling rather inadequate something fully right something better could done little bit application little bit better storytelling
i feel fearful and then actually do that one thing it usually turns out to be a good thing,fear,1,feel fearful actually one thing usually turns good thing
i let every angry thought run through my head crying as i sat with those feelings and then i convinced myself to let them go,joy,2,let every angry thought run head crying sat feelings convinced let go
i have a heart to serve to better their situation but in that moment i feel so helpless,fear,1,heart serve better situation moment feel helpless
i feel grumpy to wake up so early,anger,0,feel grumpy wake early
i could feel the aching starting earlier in the day,sadness,4,could feel aching starting earlier day
i was sitting in church this morning and looking around at the various people scattering the pews and wondering how many of them were feeling beaten down right at this moment,sadness,4,sitting church morning looking around various people scattering pews wondering many feeling beaten right moment
im really praying and concentrating and im just inundated in thoughts that i feel should be devoted much time to,love,3,im really praying concentrating im inundated thoughts feel devoted much time
i feel is determined by the thoughts i allow to dominate my thinking,joy,2,feel determined thoughts allow dominate thinking
the day i received the key of my apartment and we could enter in it,joy,2,day received key apartment could enter
i feel an aching gap in my heart,sadness,4,feel aching gap heart
i needed to feel energetic and confident,joy,2,needed feel energetic confident
i feel unloved you are there to remind me you love me,sadness,4,feel unloved remind love
i was feeling that we had two too many as it was but oh well,joy,2,feeling two many oh well
i feel like i find this graceful yet sharp peace within myself but then it seems to dissappear so quickly when that peace within the heart that feels like its breaking,joy,2,feel like find graceful yet sharp peace within seems dissappear quickly peace within heart feels like breaking
i feel like a tortured artist when i talk to her,anger,0,feel like tortured artist talk
i feel like it wasnt that bad but i probably wouldnt have told you that in the moment,sadness,4,feel like wasnt bad probably wouldnt told moment
i found myself feeling fairly ignored sort of taken for granted you know,sadness,4,found feeling fairly ignored sort taken granted know
i love the way he talks sometimes i feel shy when i was inside him,fear,1,love way talks sometimes feel shy inside
i had pocket qq and was feeling pretty confident lol,joy,2,pocket qq feeling pretty confident lol
i want to tell everyone exactly how im feeling but as soon as i start to i feel ten times more pathetic and stop talking,sadness,4,want tell everyone exactly im feeling soon start feel ten times pathetic stop talking
im so excited for you to try my mineral makeup starter kit and feel more gorgeous more beautiful and more confident than youve ever felt before that im willing to give you such an incredible deal,joy,2,im excited try mineral makeup starter kit feel gorgeous beautiful confident youve ever felt im willing give incredible deal
i feel like a selfish bitch for feeling this way when countless impoverished people are suffering surely a hundred folds more than i am,anger,0,feel like selfish bitch feeling way countless impoverished people suffering surely hundred folds
i feel like no matter how much preparation i do i am doomed to be my usual traveler on the fly,sadness,4,feel like matter much preparation doomed usual traveler fly
i feel like the rest of the season will continue to be successful like we were at freestone,joy,2,feel like rest season continue successful like freestone
i just decided to put a closure on the irritant and avoid them altogether or make their presence feel equally unwelcome,sadness,4,decided put closure irritant avoid altogether make presence feel equally unwelcome
i never feel deprived and i most certainly never go hungry,sadness,4,never feel deprived certainly never go hungry
i finished our drinks and left and i came to feel more and more sympathetic and bad for this old man to the point where im still thinking about it hours later,love,3,finished drinks left came feel sympathetic bad old man point im still thinking hours later
i can t shake the feeling of being fundamentally dissatisfied with my selection in the democratic primaries,anger,0,shake feeling fundamentally dissatisfied selection democratic primaries
i do make myself feel kind of intelligent and inspired sometimes,joy,2,make feel kind intelligent inspired sometimes
i wont discuss any further made me feel really restless,fear,1,wont discuss made feel really restless
i cannot feel my lips they are numb and burning,sadness,4,cannot feel lips numb burning
i can get away these days with the gag line when i feel like being sarcastic that i feel sorry for anyone who wasn t fortunate enough to be born mexican,anger,0,get away days gag line feel like sarcastic feel sorry anyone fortunate enough born mexican
i felt this coming on and i didn t do anything about it no it s the p docs fault because i mentioned feeling irritable at our last appointment and he didn t do anything about it,anger,0,felt coming anything p docs fault mentioned feeling irritable last appointment anything
i fight for him when i feel it is just he said and alexander s gaze seemed to turn curious,surprise,5,fight feel said alexander gaze seemed turn curious
i feel like affirmation however petty is what i really need,anger,0,feel like affirmation however petty really need
im just gonna end here cause i feel stupid lying on my bed typing non stop for the past mins,sadness,4,im gonna end cause feel stupid lying bed typing non stop past mins
i feel wronged by you over and over,anger,0,feel wronged
i do feel irritated at times because he tried to hold me and stuff ill push away or not throw temper and shout at him,anger,0,feel irritated times tried hold stuff ill push away throw temper shout
i kind of feel more violent after having watched the non violence video,anger,0,kind feel violent watched non violence video
im back to my un emo mood re reading that post makes me feel like im over reacting over something so petty,anger,0,im back un emo mood reading post makes feel like im reacting something petty
i walk away from church feeling invigorated and ready to embrace the week,joy,2,walk away church feeling invigorated ready embrace week
i feel so incredibly blessed especially during the hectic exam period,joy,2,feel incredibly blessed especially hectic exam period
i do not need to shower a child with gifts to feel like i am caring,love,3,need shower child gifts feel like caring
i feel a pang every time i read an amazing canadian literary magazine for instance that id love to submit to only to see im on the do not enter list,joy,2,feel pang every time read amazing canadian literary magazine instance id love submit see im enter list
i think the biggest problem is that rather than turning something like this off people feel the need to become victimized by something that has nothing to do with them and blog about it in nd rate publications and that is being generous,sadness,4,think biggest problem rather turning something like people feel need become victimized something nothing blog nd rate publications generous
i have been feeling very empty and numb the past few months,sadness,4,feeling empty numb past months
im really feeling very disheartened by it,sadness,4,im really feeling disheartened
i recently lost lbs of the i gained over the past year and i feel fab,joy,2,recently lost lbs gained past year feel fab
i was starting to feel alarmed,fear,1,starting feel alarmed
i had a feeling this little girl was going to arrive soon but i still felt very unsure of when it would actually happen,fear,1,feeling little girl going arrive soon still felt unsure would actually happen
i took a sip tonight and am feeling pleasantly mellow,joy,2,took sip tonight feeling pleasantly mellow
i feel blessed beyond belief to live in a day amp age when this treatment is available also to have a husband thats footing a very expensive medical bill,joy,2,feel blessed beyond belief live day amp age treatment available also husband thats footing expensive medical bill
i really do what i feel like doing about of the time they get mad,anger,0,really feel like time get mad
i feel a change coming espa a hd target blank rel nofollow title google img src http sky sport,sadness,4,feel change coming espa hd target blank rel nofollow title google img src http sky sport
id actually been feeling less hostile towards ms than a lot of my linux using brethren lately,anger,0,id actually feeling less hostile towards ms lot linux using brethren lately
id be feeling shaky too if id spent a week contemplating how id just pissed away my lifes work,fear,1,id feeling shaky id spent week contemplating id pissed away lifes work
i feel a surge of adrenaline and excitement as i immediately recognize these two birds to be a gorgeous pair of marbled murrelets,joy,2,feel surge adrenaline excitement immediately recognize two birds gorgeous pair marbled murrelets
